	id	host_id	neighbourhood_group	neighbourhood	latitude	longitude	price	minimum_nights	number_of_reviews	calculated_host_listings_count	availability_365	cancellation_policy	guests_included	bedrooms	risk_rating
0	49091	266763	2	40	1.44255	103.7958	84	180	1	2	365	0	1	1	1
1	50646	227796	0	6	1.33235	103.78520999999999	80	90	18	1	365	1	2	1	1
2	56334	266763	2	40	1.44246	103.79666999999999	70	6	20	2	365	0	1	1	0
3	71609	367042	1	36	1.34541	103.95711999999999	167	90	20	8	365	0	4	1	1
4	71896	367042	1	36	1.3456700000000001	103.95963	95	90	24	8	365	1	1	1	1
5	71903	367042	1	36	1.34702	103.96103000000001	84	90	48	8	365	1	1	1	1
6	71907	367042	1	36	1.34348	103.96337	209	1	29	8	180	2	4	1	0
7	241503	1017645	1	1	1.3239100000000001	103.91277	52	90	176	3	356	2	1	1	1
8	241508	1017645	1	1	1.3239100000000001	103.91277	54	90	199	3	353	2	1	1	1
9	275343	1439258	0	4	1.28875	103.80814000000001	49	14	20	4	364	2	1	1	0
10	275344	1439258	0	4	1.28837	103.81099	41	14	12	4	364	1	1	1	0
11	294281	1521514	0	20	1.31125	103.83816	63	90	133	7	365	1	1	1	1
12	301247	1552002	0	11	1.31724	103.88958000000001	40	10	104	1	0	1	1	1	2
13	324945	1439258	0	4	1.28976	103.80896	45	14	14	4	364	1	1	1	0
14	330089	1439258	0	4	1.28677	103.81244000000001	41	14	10	4	364	1	1	0	0
15	344803	367042	1	36	1.34943	103.95951	49	90	58	8	365	1	1	1	1
16	355955	1759905	0	11	1.3142	103.90231999999999	80	90	0	1	174	0	1	1	1
17	369141	1521514	0	20	1.3115	103.83759	60	90	92	7	365	1	1	1	1
18	369145	1521514	0	20	1.31159	103.83805	60	90	165	7	365	1	1	1	1
19	395191	1975201	0	28	1.29345	103.83561999999999	56	90	27	1	0	2	2	1	1
20	423875	367042	1	36	1.34838	103.9592	105	90	18	8	365	0	1	1	1
21	468782	2327208	3	32	1.3628	103.86446	56	2	82	1	365	2	1	1	2
22	481789	2386154	1	36	1.34816	103.93238000000001	36	180	0	1	365	2	1	1	1
23	553229	1030128	4	14	1.34135	103.71139000000001	56	2	29	3	365	2	1	1	0
24	604966	2996022	0	6	1.33171	103.79383	278	4	11	1	362	2	1	2	0
25	642660	3212572	0	29	1.3010899999999999	103.85234	168	180	0	1	365	2	1	1	1
26	696136	1289033	0	6	1.31016	103.79853	101	90	28	1	91	1	1	1	1
27	733863	3824517	3	32	1.36743	103.87288000000001	27	180	0	1	365	2	1	1	1
28	746929	3919513	1	1	1.30792	103.92286999999999	210	14	117	1	37	2	4	2	2
29	756267	1584407	0	18	1.30416	103.90075999999999	165	2	69	5	87	1	1	1	2
30	756300	3981231	3	32	1.35001	103.87161	43	1	36	1	0	0	1	1	0
31	756347	3981177	1	24	1.37527	103.94561999999999	205	1	0	1	0	0	1	1	0
32	765579	2413412	0	23	1.2841	103.84253000000001	45	90	2	138	356	2	1	1	1
33	768313	4053150	3	26	1.39963	103.9064	168	1	0	1	365	0	1	0	0
34	782227	4125828	0	27	1.28342	103.78585	129	3	1	1	365	1	1	1	0
36	819034	1584407	0	18	1.30492	103.90315	300	2	40	5	66	1	1	2	2
37	819044	1584407	0	18	1.30425	103.90097	150	2	70	5	87	1	1	1	2
38	823571	4177147	1	1	1.31313	103.91479	279	1	0	1	365	0	1	1	0
39	881253	2413412	0	23	1.28291	103.84284	66	90	3	138	0	2	1	1	1
40	915275	2413412	0	15	1.3123	103.8568	55	18	2	138	352	2	1	1	0
41	918880	4935740	3	32	1.36885	103.8731	66	1	25	1	364	1	1	1	0
42	922509	2413412	0	23	1.28429	103.84297	60	18	7	138	1	2	1	1	0
43	982909	4723385	0	21	1.33334	103.8327	70	2	246	1	231	0	1	1	2
44	1024986	5643415	0	28	1.29245	103.83742	145	1	178	1	356	2	1	1	2
45	1142414	2413412	0	15	1.31189	103.85901	47	18	2	138	365	2	1	1	0
46	1178486	6448029	0	15	1.2963799999999999	103.87281999999999	80	90	14	1	0	0	1	1	1
47	1183421	6473817	0	33	1.28708	103.84444	231	90	28	1	178	2	1	1	1
48	1210268	6609641	0	37	1.31617	103.82694000000001	320	7	44	20	334	2	1	3	2
49	1229614	6609641	0	37	1.31503	103.82614000000001	150	7	34	20	365	2	1	1	0
50	1233249	6609641	0	37	1.3150700000000002	103.82704	240	7	33	20	365	2	1	2	0
51	1242205	3589987	0	18	1.31	103.90321	137	6	10	2	0	2	1	1	0
52	1244654	2413412	0	23	1.2838	103.84265	59	90	4	138	356	2	1	1	1
53	1249555	2413412	0	15	1.31213	103.8561	55	18	1	138	365	2	1	1	0
54	1261443	2413412	0	23	1.2845799999999998	103.84311	66	90	3	138	356	2	1	1	1
55	1277842	6954638	0	27	1.2927	103.7685	60	5	40	9	0	1	1	1	2
56	1277919	6954638	0	27	1.2927	103.7685	50	5	11	9	365	0	1	1	0
57	1302185	7080517	0	11	1.31511	103.88946999999999	129	30	88	11	365	1	2	1	1
58	1315867	3877464	1	1	1.31259	103.91067	70	2	77	1	364	2	1	1	2
59	1363204	2413412	0	23	1.28386	103.84238	60	90	3	138	357	2	1	1	1
60	1413962	7620983	1	1	1.32889	103.90799999999999	80	14	97	1	364	2	2	1	2
61	1434208	7707838	0	28	1.29211	103.836	400	4	6	1	0	2	1	3	0
62	1466685	4153568	0	38	1.3305	103.8424	45	90	31	1	226	1	1	1	1
63	1508829	2413412	0	15	1.30774	103.86332	40	18	8	138	358	2	1	1	0
64	1521198	8107070	0	15	1.30844	103.85875	77	6	29	1	90	1	1	1	0
65	1562453	8270362	0	21	1.32359	103.8498	29	108	0	1	364	1	1	1	1
66	1581224	8408341	0	15	1.31118	103.87366999999999	130	14	0	1	1	1	2	4	0
67	1611318	8580110	0	4	1.28419	103.82765	60	183	0	1	365	2	1	1	1
68	1615074	2413412	0	23	1.2841	103.84253000000001	67	90	3	138	363	2	1	1	1
69	1622505	1584407	0	18	1.30494	103.90306	165	2	27	5	0	1	1	1	0
70	1643945	8725237	3	0	1.39088	103.85303	216	1	0	1	365	0	1	1	0
71	1646909	8739736	4	3	1.3412600000000001	103.75992	82	14	0	1	365	1	1	1	0
72	1647014	8740203	0	21	1.33917	103.82306	89	6	90	2	180	0	1	1	2
73	1654840	8773916	0	29	1.30292	103.85799999999999	89	1	2	7	141	2	3	1	0
74	1678744	8881470	0	23	1.28405	103.84424	50	1	150	5	357	2	1	1	2
75	1678754	8881470	0	23	1.28405	103.84424	300	1	2	5	351	2	6	1	0
76	1678755	8881470	0	23	1.28405	103.84424	50	1	93	5	357	2	1	1	2
77	1710048	8948251	0	23	1.2846600000000001	103.84255	59	18	0	106	347	2	1	1	0
78	1715479	9046411	0	19	1.2994700000000001	103.84661	180	120	16	1	319	2	4	3	1
79	1719704	2413412	0	23	1.2841	103.84253000000001	55	18	3	138	363	2	1	1	0
80	1726303	2413412	0	15	1.31266	103.85684	34	18	2	138	356	2	1	1	0
82	1766900	11390076	0	20	1.30626	103.83994	85	3	13	18	362	2	1	1	0
83	1804722	9457143	0	15	1.3190899999999999	103.85741	33	180	1	1	358	1	1	1	1
84	1816463	367042	1	36	1.34566	103.95994	91	90	10	8	365	2	1	1	1
85	1833950	6609641	0	37	1.31742	103.82571999999999	159	7	28	20	365	2	1	1	0
86	1838622	2999297	1	1	1.3199299999999998	103.92342	91	2	0	2	365	0	1	1	0
87	1857229	367042	1	36	1.34574	103.95945	261	90	7	8	1	0	6	1	1
88	1893524	7942432	3	0	1.36724	103.84722	45	21	0	1	0	1	1	1	0
89	1900478	2413412	0	11	1.31539	103.88257	41	18	1	138	353	2	1	1	0
90	1902729	7644641	1	1	1.31944	103.91529	68	90	3	3	174	1	1	1	1
91	1902793	7644641	1	1	1.32249	103.92316	117	90	2	3	174	0	1	1	1
92	1989617	10260359	0	28	1.29726	103.84263	222	90	0	1	0	2	1	1	1
93	2001199	10307677	0	38	1.3377	103.88248	140	5	2	2	0	0	1	3	0
94	2003087	10314353	0	27	1.2921799999999999	103.8081	225	92	0	1	358	2	1	1	1
95	2009008	7644641	1	1	1.32111	103.92206	68	90	5	3	173	0	1	1	1
96	2024941	2999297	1	1	1.3196299999999999	103.92399999999999	95	3	0	2	365	0	1	1	0
97	2030544	6099546	0	10	1.27365	103.84354	240	5	8	1	0	1	1	1	0
98	2030663	9900768	0	21	1.32359	103.85063000000001	361	30	2	3	173	2	1	1	1
99	2033483	9497281	4	8	1.38768	103.74476	117	10	0	1	342	2	1	3	0
100	2036711	10426671	0	38	1.33903	103.88474000000001	54	3	56	2	326	2	1	1	2
101	2085130	9900768	0	21	1.3234700000000001	103.85213	380	5	11	3	179	2	1	1	0
102	2090082	10248444	0	28	1.29815	103.83895	140	6	108	58	356	2	2	1	2
103	2090132	10248444	0	28	1.29549	103.83931	140	2	113	58	341	2	2	1	2
104	2095865	10691920	4	8	1.38686	103.74468	64	4	29	2	0	2	1	1	0
105	2121839	1436112	0	23	1.2815299999999998	103.84808000000001	280	90	173	1	364	2	4	2	1
106	2128831	10861133	0	15	1.3152	103.85925999999999	98	1	11	11	344	2	1	1	0
107	2128875	1469421	0	21	1.3164200000000001	103.8398	89	2	7	1	0	1	1	1	0
108	2129215	7642747	1	1	1.32122	103.91492	139	2	370	1	1	2	3	1	2
109	2142826	9900768	0	21	1.32423	103.85293	280	3	21	3	180	2	1	1	0
110	2146015	10248444	0	28	1.29488	103.83973	87	1	110	58	363	2	2	1	2
111	2156329	10691920	4	8	1.38602	103.74316	32	3	60	2	0	1	1	1	2
112	2156372	6157422	3	12	1.36867	103.89905	50	4	12	2	364	1	1	1	0
113	2156743	11006811	0	38	1.33427	103.85291	45	1	0	1	365	0	1	1	0
114	2320536	11851304	2	40	1.44076	103.77626	29	183	5	1	365	2	1	1	1
115	2351979	11990154	0	33	1.29041	103.83482	150	365	0	1	365	0	1	1	1
116	2357514	1346787	0	23	1.2844799999999998	103.8436	89	1	336	3	365	2	1	1	2
117	2362558	12067440	0	15	1.3117	103.86028	363	1	26	14	265	2	8	1	0
118	2375063	10248444	0	28	1.29462	103.83855	200	6	147	58	325	2	4	2	2
119	2377875	9205954	0	15	1.2990700000000002	103.87601	59	7	52	1	0	1	1	1	2
120	2387096	12067440	0	15	1.3117	103.86028	259	1	2	14	265	2	5	1	0
121	2387588	12067440	0	15	1.3117	103.86028	303	1	56	14	264	2	7	1	2
122	2387715	12067440	0	15	1.3117	103.86028	157	1	56	14	264	2	3	1	2
124	2427007	5116800	0	6	1.33746	103.78052	120	2	3	1	185	1	2	1	0
125	2451003	12532802	0	19	1.2942	103.84283	103	5	46	2	365	1	1	1	2
126	2484135	10426671	0	38	1.33792	103.88593	50	3	63	2	334	2	1	1	2
127	2488036	1346787	0	23	1.2830000000000001	103.84399	89	1	137	3	364	2	1	1	2
128	2488042	1346787	0	23	1.28409	103.84514	66	1	21	3	162	2	1	1	0
129	2547370	13043889	0	29	1.3034299999999999	103.85799	119	2	2	2	1	0	1	1	0
130	2547778	8948251	0	15	1.3111700000000002	103.86214	36	28	1	106	357	2	1	1	0
131	2691621	581033	0	27	1.3069899999999999	103.80159	70	1	0	1	365	2	2	1	0
132	2696834	4705949	1	1	1.32823	103.94835	54	4	34	12	90	2	1	1	0
133	2731054	6648858	0	19	1.29091	103.84823	225	90	61	1	363	2	1	1	1
134	2764928	14143199	0	28	1.29519	103.84185	151	14	7	1	0	0	1	1	0
135	2838555	14521708	0	11	1.31566	103.8859	89	90	61	25	180	2	1	1	1
136	2840554	14521708	0	11	1.31531	103.88561	93	90	50	25	0	2	1	1	1
137	2858696	10248444	0	28	1.29645	103.83972	200	1	99	58	354	2	2	2	2
138	2868366	10248444	0	28	1.2964799999999999	103.83877	105	1	249	58	354	2	2	1	2
139	2959811	15067769	0	22	1.30021	103.84288000000001	70	90	0	2	364	1	1	1	1
140	3000736	15295886	0	15	1.31047	103.86095999999999	35	1	19	3	0	2	1	1	0
141	3000786	15296039	2	30	1.43677	103.8251	60	30	1	1	363	1	1	1	1
142	3034137	4422603	3	12	1.36103	103.88356	84	1	9	1	364	1	1	1	0
143	3075620	7044509	0	19	1.2986	103.84659	110	90	7	2	365	2	1	1	1
144	3078453	15666562	0	38	1.3396700000000001	103.86901	280	60	6	1	365	2	1	2	1
145	3085308	15699865	0	4	1.27811	103.83379000000001	257	7	4	1	0	2	1	2	0
146	3100323	15763880	0	15	1.29575	103.86549000000001	275	3	0	1	0	2	4	3	0
147	3116909	10248444	0	28	1.29792	103.83781	124	6	101	58	358	2	2	1	2
148	3141018	7512511	0	15	1.31239	103.85200999999999	300	2	3	1	0	2	4	2	0
149	3141692	10861133	0	15	1.3152	103.85925999999999	138	1	32	11	347	2	6	1	0
150	3142075	10861133	0	15	1.3152	103.85925999999999	45	1	5	11	175	2	2	1	0
151	3142155	10861133	0	15	1.3152	103.85925999999999	60	1	2	11	1	2	2	1	0
152	3158103	14881884	1	36	1.35038	103.95889	56	90	0	1	181	2	1	1	1
153	3158949	10248444	0	28	1.2977	103.83773000000001	115	6	130	58	356	2	2	1	2
154	3179080	15295886	0	15	1.3108600000000001	103.85883000000001	36	1	18	3	0	2	1	1	0
155	3179271	15295886	0	15	1.30997	103.86052	150	1	0	3	0	2	1	1	0
156	3207194	7095710	0	23	1.28362	103.84552	84	2	74	10	85	2	2	0	2
157	3209752	16262927	1	36	1.34714	103.96002	98	1	13	1	362	1	1	1	0
158	3209768	16263071	0	37	1.29277	103.82701999999999	101	3	76	2	365	0	2	1	2
159	3209809	10723468	0	23	1.28378	103.8431	106	90	1	2	363	2	2	1	1
160	3212083	8060780	0	23	1.28216	103.84714	200	90	17	1	83	1	1	1	1
161	3253216	16454485	0	33	1.28845	103.84355	89	10	2	1	363	0	1	1	0
162	3265545	6145399	0	28	1.29508	103.84085	180	5	2	1	0	2	1	0	0
163	3304326	16689958	1	36	1.34948	103.96321	79	90	10	1	362	1	1	1	1
164	3325956	16792186	0	4	1.28667	103.82935	80	1	0	1	0	0	1	1	0
165	3349976	14297490	1	24	1.36449	103.95931	79	180	0	1	0	2	1	1	1
166	3380992	8492007	0	11	1.31228	103.89520999999999	200	30	22	117	365	2	3	2	1
167	3405389	17174325	0	18	1.30287	103.9005	250	4	0	1	0	0	1	2	0
168	3419511	10248444	0	28	1.2949899999999999	103.83851999999999	220	4	176	58	0	2	4	2	2
169	3433708	17210305	3	0	1.3766399999999999	103.85238000000001	221	1	0	1	0	0	1	1	0
170	3460343	10248444	0	28	1.2978299999999998	103.83936	138	2	207	58	344	2	2	1	2
171	3468326	6385598	3	32	1.3736	103.87644	57	2	130	1	0	2	2	1	2
172	3479446	17526618	0	23	1.28318	103.84335	29	1	140	13	364	2	1	1	2
173	3479493	17526618	0	23	1.2845799999999998	103.84298000000001	31	1	80	13	1	2	1	1	2
174	3576098	1667550	1	1	1.30705	103.93763	313	5	26	1	91	2	2	3	0
175	3580558	8624816	0	33	1.28955	103.83861	205	2	18	1	0	1	1	1	0
176	3598371	14006858	0	20	1.31122	103.84108	179	7	0	1	0	0	1	1	0
177	3639516	17526618	0	23	1.28496	103.84318	31	1	192	13	365	2	1	1	2
178	3651408	17526618	0	23	1.28439	103.84308	31	1	177	13	0	2	1	1	2
179	3667894	2413412	0	23	1.28424	103.84275	60	90	2	138	357	2	1	1	1
180	3717196	17526618	0	23	1.28262	103.84487	29	1	18	13	365	2	1	1	0
181	3717217	17526618	0	23	1.28354	103.84331	140	2	49	13	180	2	1	1	2
182	3753251	10248444	0	28	1.2953299999999999	103.83797	150	2	260	58	312	2	2	1	2
183	3760443	15207911	4	14	1.33874	103.68924	50	90	1	2	365	0	1	1	1
184	3788645	768164	4	9	1.29798	103.7668	45	2	3	1	0	0	1	1	0
185	3802621	8773916	0	29	1.30376	103.85923000000001	59	1	20	7	141	2	1	1	0
186	3803160	8773916	0	29	1.3017100000000001	103.85959	91	1	6	7	142	2	3	1	0
187	3804385	8200399	0	15	1.31083	103.85799999999999	70	90	8	6	0	2	1	1	1
188	3822245	10248444	0	28	1.29597	103.8382	138	6	74	58	356	2	2	1	2
189	3829545	19710549	4	14	1.3418700000000001	103.71115	50	2	0	1	0	1	1	1	0
190	3877859	20041363	4	5	1.3471	103.77532	165	12	60	1	240	2	4	2	2
191	3902423	20189155	0	4	1.2900200000000002	103.82315	66	1	5	1	0	0	1	1	0
192	3909587	20250473	0	11	1.3146200000000001	103.89173000000001	70	14	0	1	0	0	1	1	0
193	3953547	15207911	4	14	1.3378	103.68746	70	90	3	2	365	0	1	1	1
194	3980202	8773916	0	29	1.30148	103.85813	59	1	28	7	141	2	1	1	0
195	3981252	20636569	1	1	1.31808	103.90581999999999	78	1	2	1	362	0	1	1	0
196	3990431	8773916	0	29	1.30348	103.85969	59	1	10	7	141	2	1	1	0
197	3990847	17320382	4	13	1.3372	103.73606	45	1	32	2	327	0	1	1	0
198	3991040	17320382	4	13	1.33856	103.73562	68	1	48	2	365	0	1	1	2
199	3995441	14521708	0	11	1.31633	103.88539	95	90	56	25	83	2	1	1	1
200	4007891	12067440	0	15	1.31172	103.86010999999999	78	1	28	14	1	2	1	1	0
201	4008423	12067440	0	15	1.31179	103.86001999999999	56	1	205	14	265	2	1	1	2
203	4017084	20785714	0	23	1.28223	103.83867	50	180	0	1	365	2	1	1	1
204	4021128	1275947	0	6	1.31995	103.79426	159	5	8	1	84	2	2	1	0
205	4026199	6609641	0	37	1.31595	103.8269	280	7	32	20	365	2	1	2	0
206	4027867	20883050	0	11	1.31131	103.88343	60	1	68	39	356	2	2	1	2
207	4054698	17526618	0	23	1.28278	103.8445	31	1	49	13	365	2	1	1	2
208	4069756	17526618	0	23	1.28332	103.8433	29	1	21	13	365	2	1	1	0
209	4070970	21114831	0	33	1.29088	103.83891	115	2	0	1	0	2	1	1	0
210	4087935	21022554	0	21	1.31718	103.84286999999999	89	2	14	2	364	0	1	1	0
211	4091059	971978	0	4	1.27254	103.8337	312	2	206	1	94	2	4	3	2
212	4108082	21313007	0	37	1.29312	103.82979	218	14	312	1	1	2	2	2	2
213	4138944	6609641	0	37	1.31566	103.82666	117	7	57	20	365	2	1	0	2
214	4139205	10248444	0	28	1.29671	103.83999	95	1	113	58	356	2	2	1	2
215	4179725	912064	0	18	1.30789	103.89646	166	14	4	1	0	2	4	2	0
216	4183194	5698621	0	15	1.31512	103.85343	60	90	42	3	1	2	2	1	1
217	4191686	21386285	4	14	1.34534	103.7238	80	3	2	4	365	2	1	1	0
218	4191852	21386285	4	14	1.34702	103.72274	60	3	7	4	365	2	1	1	0
219	4193615	4773948	0	6	1.3334700000000002	103.78634	210	1	0	1	0	0	1	1	0
220	4252548	14521708	0	11	1.31503	103.88605	95	90	66	25	89	2	1	1	1
221	4252667	22069453	4	13	1.34746	103.73203000000001	28	1	0	1	0	1	1	1	0
222	4271250	22176293	0	37	1.29377	103.82844	159	30	170	1	264	1	1	1	1
223	4309836	9008551	0	15	1.32712	103.86468	130	3	40	1	365	0	2	1	2
224	4318386	16319873	0	4	1.2730299999999999	103.82783	89	10	1	1	0	0	1	1	0
225	4351937	22590759	0	38	1.3307799999999999	103.86782	219	1	0	1	0	0	1	2	0
226	4360679	20883050	0	11	1.31025	103.88325999999999	60	1	133	39	1	2	2	1	2
227	4360811	20883050	0	11	1.3110700000000002	103.88292	60	1	122	39	356	2	2	1	2
228	4360902	20883050	0	11	1.31045	103.88114	60	1	210	39	355	2	2	1	2
229	4372830	22702828	0	29	1.30115	103.8479	227	5	0	1	0	2	1	2	0
230	4380000	11390076	0	20	1.30475	103.84031999999999	98	3	8	18	364	2	1	1	0
231	4383465	5698621	0	15	1.31503	103.85116	70	90	5	3	355	2	2	1	1
232	4412603	22871633	1	1	1.31467	103.93974	138	1	44	1	363	2	1	1	2
233	4430984	22791622	0	23	1.28142	103.84522	252	1	2	1	0	1	1	3	0
234	4441346	23053315	0	15	1.29775	103.88341	101	90	5	1	8	1	1	1	1
235	4450681	6609641	0	37	1.31617	103.82694000000001	240	7	16	20	365	2	1	2	0
236	4451325	23094721	3	31	1.39042	103.90796	107	2	0	1	358	0	1	1	0
237	4457077	23127807	0	4	1.27804	103.80806	79	1	0	1	0	0	1	3	0
238	4486217	23276884	3	32	1.38785	103.8694	80	84	9	1	89	1	2	0	1
239	4499317	23336011	0	10	1.29561	103.8543	180	7	65	40	364	2	2	0	2
240	4505008	20883050	0	11	1.31017	103.88253	60	1	81	39	356	2	2	1	2
241	4514543	9103171	2	30	1.4527700000000001	103.81644	130	3	0	1	177	0	1	1	0
242	4521061	8786227	0	4	1.2843	103.83254000000001	180	2	14	1	0	2	1	1	0
243	4526703	23466247	0	15	1.30706	103.86326	130	100	6	2	365	1	1	1	1
244	4530362	22316022	0	23	1.28272	103.84707	160	180	0	1	365	2	1	1	1
245	4541072	11390076	0	38	1.34151	103.84163000000001	75	3	16	18	364	2	1	1	0
246	4541183	23336011	0	10	1.28895	103.85033	150	7	190	40	363	2	1	0	2
247	4545820	20883050	0	11	1.30972	103.88266	60	1	80	39	357	2	2	1	2
248	4561032	8948251	0	15	1.31118	103.85591	55	18	2	106	352	2	1	1	0
249	4561463	23314147	0	28	1.29702	103.84145	120	2	1	1	0	0	1	1	0
250	4569941	1535384	4	8	1.37986	103.75086999999999	38	180	0	2	0	0	1	1	1
251	4576362	23722617	0	11	1.31316	103.88735	95	30	77	32	89	2	1	1	1
252	4583694	23760485	0	2	1.36	103.8319	50	180	29	1	364	1	1	1	1
253	4584539	20883050	0	11	1.31161	103.88143000000001	89	2	87	39	353	2	3	1	2
254	4586160	23772720	1	1	1.31387	103.93484000000001	168	4	9	4	26	2	2	1	0
255	4600559	19925548	0	27	1.3048899999999999	103.78451	80	1	2	1	0	2	1	1	0
256	4607139	23872946	2	30	1.44794	103.81851999999999	79	3	0	1	1	0	1	1	0
257	4608708	8098719	0	28	1.2923799999999999	103.83978	288	4	3	1	0	2	1	2	0
258	4613432	23722617	0	11	1.3130700000000002	103.88623	98	90	27	32	89	2	1	1	1
259	4616523	23722617	0	11	1.31464	103.88642	70	90	95	32	89	2	1	1	1
260	4619928	8948251	0	11	1.3159399999999999	103.88185	35	18	3	106	357	2	1	1	0
261	4640273	24025713	0	28	1.29887	103.83603000000001	148	1	0	1	364	0	1	1	0
262	4645834	20883050	0	11	1.31102	103.88139	60	1	50	39	356	2	2	1	2
263	4656221	20883050	0	11	1.3096	103.88166	60	1	65	39	356	2	2	1	2
264	4656316	20883050	0	11	1.31045	103.88148000000001	60	1	49	39	356	2	2	1	2
265	4664392	7095710	0	23	1.28175	103.84433	84	2	88	10	76	2	1	0	2
266	4683314	6609641	0	37	1.3165799999999999	103.82714	320	7	24	20	365	2	1	3	0
267	4702699	3907723	4	9	1.29882	103.76499	180	2	2	1	0	1	1	2	0
268	4712676	24353373	3	0	1.3657299999999999	103.83874	59	7	2	1	70	1	1	1	0
269	4721463	16274267	0	27	1.30008	103.79455	271	5	1	1	0	0	1	3	0
270	4722005	23994004	2	30	1.45328	103.82199	20	180	0	1	365	0	1	1	1
271	4730292	4412979	0	6	1.31765	103.78716	63	3	68	16	356	2	2	1	2
272	4754788	2227440	1	24	1.36687	103.95896	252	4	0	1	0	1	1	2	0
273	4761064	24532432	0	18	1.29704	103.8886	215	4	5	1	0	2	4	2	0
274	4771752	7044509	0	19	1.29929	103.84774	110	90	4	2	365	2	1	1	1
275	4852192	24963905	0	29	1.3017299999999998	103.84917	48	12	1	6	364	1	1	1	0
276	4862396	17916952	3	12	1.37045	103.89107	80	30	0	1	90	2	1	1	1
277	4863317	8948251	0	23	1.2851	103.84195	42	90	1	106	356	2	1	1	1
278	4869221	8948251	0	23	1.28614	103.8421	99	90	2	106	0	2	1	1	1
279	4899063	25215454	0	38	1.33305	103.87235	46	180	0	1	365	0	1	1	1
280	4926023	22267033	0	22	1.3069	103.83188	124	1	0	1	0	3	1	1	0
281	4926170	25375339	0	2	1.3534899999999999	103.83274	60	1	4	9	1	1	1	1	0
282	4926192	25375339	0	15	1.3159999999999998	103.86134	150	1	0	9	364	1	1	1	0
283	4926634	20883050	0	11	1.31114	103.88278000000001	89	1	168	39	356	2	3	1	2
284	4933616	25418061	0	23	1.28508	103.84291999999999	25	2	0	1	0	0	1	1	0
285	4934283	25422497	3	12	1.349	103.88105	28	10	8	9	365	2	1	1	0
286	4973227	23336011	0	33	1.2873	103.84894	186	7	109	40	363	2	1	0	2
288	4979889	6609641	0	37	1.31671	103.82831	145	7	20	20	356	2	1	0	0
289	4990392	20883050	0	11	1.31091	103.88131	60	1	81	39	356	2	2	1	2
290	4990462	20883050	0	11	1.3103	103.88190999999999	60	1	41	39	356	2	2	1	2
291	4996744	25713960	0	28	1.29435	103.83551	124	1	1	1	0	1	2	1	0
292	5006143	1280862	0	27	1.30505	103.79822	68	4	2	2	91	0	1	1	0
293	5018128	25872707	1	1	1.33199	103.94126	150	30	0	1	141	1	1	3	1
294	5018606	23530644	0	38	1.3293	103.85401999999999	50	1	0	1	0	1	3	1	0
295	5040689	11463785	3	0	1.37043	103.83038	38	29	3	4	364	2	1	1	0
296	5050823	25974243	4	9	1.3043799999999999	103.76162	231	3	0	1	0	2	1	1	0
297	5052014	13468566	0	4	1.27546	103.84014	150	6	7	6	363	2	2	0	0
298	5079606	26234557	4	8	1.3808799999999999	103.75983000000001	159	2	4	1	0	2	4	2	0
299	5082033	26235335	0	15	1.31403	103.84666999999999	60	1	3	1	0	0	1	1	0
300	5111893	23772720	0	37	1.29611	103.82991	68	21	18	4	29	2	1	1	0
301	5116961	4430782	0	4	1.28257	103.83125	131	2	2	1	362	2	1	1	0
302	5117966	20883050	0	11	1.3115299999999999	103.88118	60	1	24	39	356	2	2	1	0
303	5118006	20883050	0	11	1.31105	103.88313000000001	60	1	67	39	357	2	2	1	2
304	5118306	3622214	0	21	1.31445	103.84049	209	1	0	1	0	2	1	1	0
305	5128182	26509979	0	23	1.28095	103.84155	164	2	5	1	0	1	1	1	0
306	5129422	4705949	1	1	1.33043	103.94814000000001	54	4	59	12	90	2	1	1	2
307	5177256	2927830	0	2	1.35376	103.83178000000001	49	3	70	3	0	2	1	1	2
308	5184871	2927830	2	7	1.35332	103.82851	49	3	98	3	0	2	1	1	2
309	5185612	26823765	0	20	1.30634	103.84011	159	90	92	6	179	2	2	0	1
310	5186159	4705949	1	1	1.32873	103.94814000000001	66	4	70	12	90	2	1	1	2
311	5186205	4705949	1	1	1.3284	103.94773	66	4	90	12	56	2	1	1	2
312	5186243	4705949	1	1	1.33027	103.94787	66	4	88	12	90	2	1	1	2
313	5214226	2927830	0	2	1.35426	103.82829	49	3	61	3	0	2	1	1	2
314	5233415	13468566	0	4	1.27599	103.8406	150	6	11	6	363	0	2	0	0
315	5246432	20870482	0	23	1.27962	103.83986	250	3	60	10	28	2	2	1	2
316	5253599	11463785	0	15	1.3151	103.8585	75	29	12	4	365	2	1	0	0
317	5253639	20883050	0	11	1.3114	103.88322	60	1	46	39	356	2	2	1	2
318	5272363	6609641	0	37	1.31539	103.82758000000001	150	7	14	20	0	2	1	1	0
319	5288111	17350694	0	15	1.31665	103.85351	63	1	0	2	0	0	1	1	0
320	5290367	21022554	0	21	1.31489	103.84165	150	2	1	2	0	0	1	2	0
321	5302410	12035631	0	4	1.2856	103.82840999999999	60	5	7	1	0	0	1	1	0
322	5319766	27516195	0	23	1.28185	103.84657	159	365	0	1	363	0	1	1	1
323	5331445	8492007	0	15	1.32815	103.86575	201	7	26	117	347	2	2	2	0
324	5339318	2235699	0	20	1.3032	103.84566	209	30	3	2	0	2	3	2	1
325	5348703	25116861	0	29	1.30514	103.85597	120	5	194	10	179	1	2	1	2
326	5355795	25116861	0	29	1.3040200000000002	103.85423	119	5	238	10	179	1	2	1	2
